"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Egypt, Arab Rep.","EGY","Population in largest city","EN.URB.LCTY","3680160","3862355","4064782","4277817","4502334","4737968","4976560","5122042","5271987","5425890","5584507","5747762","5916024","6088729","6266723","6449922","6638739","6816915","6989701","7166868","7348778","7534786","7725769","7921592","8122659","8328255","8539349","8826380","9168704","9523307","9892143","10275264","10673781","11086594","11515975","11961986","12425922","12772788","13050816","13334896","13625565","13921743","14224781","14534415","14851230","15174050","15504347","15841834","16186667","16539006","16899015","17266860","17642712","18026746","18419138","18820072","19229733","19648312","20076002","20484965","20900604","21322750","21750020","22183201",
"Euro area","EMU","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Population in largest city","EN.URB.LCTY","123185","130858","139019","147690","156915","166688","177085","188130","192437","196830","201330","205933","210648","215457","220383","225421","230582","235846","241238","246753","252402","258165","264067","270104","277095","289181","301812","314995","328773","343113","358100","361227","364385","367562","370771","374008","377278","380568","402017","424674","448642","473892","500600","519144","538402","558318","579000","600448","622691","645757","669678","694486","720212","746891","774558","803250","833006","863863","895863","928758","962985","998321","1034872","1072666",
"Spain","ESP","Population in largest city","EN.URB.LCTY","2467926","2551331","2641036","2733895","2830154","2929523","3032526","3139150","3257310","3386432","3520861","3622328","3687608","3753879","3821436","3890208","3960315","4031487","4104040","4177898","4253190","4307781","4319441","4331133","4342874","4354613","4366400","4378220","4390088","4401955","4413870","4441776","4502102","4563078","4624965","4687691","4751357","4815708","4881022","4947221","5014411","5082325","5154674","5229816","5306159","5383402","5461879","5541499","5622392","5704239","5787392","5871758","5957472","6044196","6132182","6221450","6312017","6403902","6497124","6559041","6617513","6668865","6713557","6751374",
"Estonia","EST","Population in largest city","EN.URB.LCTY","296285","303183","310252","317485","324897","332461","340212","348144","356272","364567","372344","379413","386627","393958","401438","409060","416837","424741","432805","439555","444615","449720","454890","460120","465418","470761","476173","481648","487193","485756","476411","467247","458246","449443","440797","432318","423990","417567","411233","404995","400224","399611","398998","398386","397774","397165","396556","395948","395340","394734","394129","393525","396431","402920","409523","416235","423066","429990","437027","441321","445259","448770","451776","454245",
"Ethiopia","ETH","Population in largest city","EN.URB.LCTY","519177","533949","549163","564810","580926","597455","614478","631986","662915","695267","729246","764885","802318","841473","882597","925730","971036","1018424","1068196","1120400","1175232","1232586","1292824","1356006","1420498","1476357","1534495","1594922","1657818","1723009","1790860","1861383","1934786","2010869","2090056","2144292","2188930","2234371","2280820","2328234","2376701","2426040","2476473","2527954","2580579","2634150","2688909","2750472","2870660","2995747","3126469","3262895","3405475","3553866","3708942","3870785","4039927","4215965","4399674","4591983","4793699","5005524","5227794","5460591",
"European Union","EUU","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Population in largest city","EN.URB.LCTY","448192","455488","460973","466524","472149","477827","483581","489404","495306","501262","507298","517851","533245","549052","565351","582134","599439","617209","635531","654397","673850","686444","695503","704682","713995","723405","742802","773025","804522","837210","871274","894705","906536","918491","930620","942910","956674","971917","987424","1003178","1019206","1031639","1040385","1049206","1058114","1067073","1076589","1086667","1098103","1110266","1126001","1146109","1166605","1185883","1203951","1222294","1240942","1259875","1279096","1292232","1304851","1316757","1327762","1337786",
"Fiji","FJI","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Population in largest city","EN.URB.LCTY","7410735","7539888","7650751","7718298","7786535","7855185","7924537","7994501","8065180","8136287","8208121","8280588","8353797","8427449","8501853","8557844","8580055","8602261","8624556","8646908","8669349","8691787","8731086","8805496","8880643","8956222","9032550","9109528","9187270","9265459","9330327","9366009","9401876","9437781","9473873","9510103","9546522","9582980","9619628","9666887","9736538","9806497","9877056","9948123","10019801","10091795","10164407","10237542","10311304","10385393","10460118","10514232","10568701","10623301","10678259","10733502","10789031","10844847","10900952","10958187","11017230","11078546","11142303","11208440",
"Faroe Islands","FRO","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Population in largest city","EN.URB.LCTY","29249","32607","36544","40956","45909","49339","53032","57000","62368","68225","76552","88104","101421","116704","134317","154587","177952","204768","214109","223877","234104","244769","255935","267611","279836","292584","305931","319888","334501","349740","365694","382377","399845","418060","428973","439429","450154","461111","472350","483863","495673","507737","520113","532790","547151","562860","579043","595691","612842","630438","648564","667211","686421","706129","726403","747259","768713","790784","813489","823870","834204","845100","856854","869773",
"United Kingdom","GBR","Population in largest city","EN.URB.LCTY","8195769","8168112","8092157","8016909","7942259","7868506","7795337","7722850","7650937","7579890","7509405","7437643","7357951","7279328","7201439","7124383","7048047","6972736","6898127","6824317","6751196","6698500","6709089","6719694","6730330","6740954","6751610","6762282","6772986","6783677","6794400","6840784","6887549","6934504","6981844","7029508","7077563","7125813","7174459","7223438","7272819","7322400","7366701","7411269","7456170","7501217","7546600","7668093","7791713","7916978","8044433","8173941","8293332","8414132","8536861","8661381","8787892","8916251","9046485","9176530","9304016","9425622","9540576","9648110",
"Georgia","GEO","Population in largest city","EN.URB.LCTY","717766","734021","750667","767690","785124","802904","821112","839733","858803","878251","897244","915529","934213","953226","972652","992474","1012728","1033338","1054397","1073531","1090199","1107079","1124245","1141676","1159403","1177355","1195610","1214148","1232999","1236979","1223833","1210826","1197940","1185226","1172630","1160168","1147821","1135639","1123569","1111629","1099798","1088126","1081561","1081297","1081032","1080767","1080503","1080238","1079974","1079710","1079445","1079181","1078917","1078653","1078389","1078125","1077861","1077597","1077333","1077346","1077833","1078846","1080349","1082245",
"Ghana","GHA","Population in largest city","EN.URB.LCTY","392582","411843","432079","453309","475613","498949","523464","549184","576206","604477","630670","650771","671541","692914","714998","737787","761334","785565","810602","836438","863134","890605","918990","948279","979183","1012501","1047000","1082675","1119617","1157713","1197161","1237952","1280192","1323752","1368857","1415498","1463797","1513604","1565177","1618508","1668240","1703765","1740097","1777203","1815154","1853807","1893339","1933713","1975006","2017063","2060076","2118385","2233146","2354124","2481656","2616097","2757821","2907222","3064718","3205586","3348062","3490030","3630326","3768239",
"Gibraltar","GIB","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population in largest city","EN.URB.LCTY","112158","126945","143707","162682","184193","208478","236005","267167","302495","342377","387584","438760","496778","532673","545773","559195","572967","587039","601476","616268","631446","646954","662864","682181","706566","731751","757871","784924","812981","841960","872014","903140","935423","968767","1003347","1039161","1076306","1107911","1135091","1162939","1191510","1220700","1250648","1281331","1312810","1344973","1377969","1411776","1446459","1481896","1518252","1555500","1593715","1632759","1672817","1713858","1755905","1798985","1843121","1889233","1938272","1991134","2048525","2110937",
"Gambia, The","GMB","Population in largest city","EN.URB.LCTY","37068","38399","39781","41249","42919","44653","46459","48344","52569","57151","62138","67561","73466","79530","84603","90000","95750","101850","108347","115259","122622","130433","138754","147607","157045","167057","177724","189071","201160","213985","227648","242183","257667","272140","279855","287788","295958","304337","312964","321836","330973","340342","349990","358792","363557","368373","373259","378210","383233","388309","393459","398678","403973","409324","414746","420240","425806","431446","437161","443428","450689","459311","469534","481472",
"Guinea-Bissau","GNB","Population in largest city","EN.URB.LCTY","25569","27616","29830","32221","34807","37594","40607","43863","47384","51177","55279","59711","64504","69668","75252","81285","87810","94839","102442","110091","115407","120963","126795","132909","139326","146034","153076","160456","168204","176302","184803","193713","202129","210178","218560","227276","236352","245764","255565","265757","276370","287376","298836","310754","323163","336033","349434","363369","377880","392928","408575","424846","441764","459356","477648","496669","516448","537014","558399","578829","599714","620974","642564","664446",
"Equatorial Guinea","GNQ","Population in largest city","EN.URB.LCTY","15035","15406","15731","16063","16402","16747","17100","17460","17829","18204","18587","18979","19380","19787","20204","20630","21066","21509","21962","22425","22898","23380","23873","24376","25995","27749","29625","31628","33769","36049","38486","41087","43869","46830","49996","57410","65975","75789","87080","100053","114980","132084","140549","149462","158954","169019","179737","191135","203273","216145","229852","244428","259950","276411","293939","312579","332401","353480","375896","395403","415270","435174","454940","474467",
"Greece","GRC","Population in largest city","EN.URB.LCTY","1813686","1869311","1929349","1991316","2055363","2121284","2189416","2259735","2332415","2407223","2484538","2553503","2598482","2644126","2690636","2737965","2786192","2835134","2885004","2935751","2987463","3028415","3032969","3037530","3042104","3046672","3051253","3055841","3060443","3065038","3069647","3076196","3087513","3098841","3110226","3121652","3133137","3144631","3156184","3167780","3179434","3187197","3185330","3183464","3181597","3179736","3177873","3176011","3174148","3172292","3170434","3168576","3166719","3164863","3163009","3161155","3159302","3157451","3155600","3154152","3153355","3153255","3153781","3154463",
"Grenada","GRD","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population in largest city","EN.URB.LCTY","604810","636744","670411","705858","740841","767642","795452","824269","854172","885073","917137","950362","984839","1015719","1034204","1053025","1072216","1091703","1111571","1131800","1152427","1175038","1202642","1230895","1259851","1289406","1319696","1350698","1382473","1414904","1448143","1482163","1517030","1552618","1593148","1650930","1710891","1772856","1837156","1903788","1972933","2044389","2118536","2183304","2241878","2301857","2363526","2426847","2491956","2525697","2559942","2594651","2629880","2665488","2701628","2738259","2775437","2813016","2851104","2891230","2934841","2983174","3036405","3095099",
"Guam","GUM","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Population in largest city","EN.URB.LCTY","2611539","2696989","2781687","2861217","2938435","3015435","3093502","3172260","3250427","3325938","3397839","3466809","3537455","3610906","3696258","3799487","3924262","4067185","4218777","4365240","4496588","4608529","4703886","4788705","4871853","4959721","5112486","5343164","5514838","5647589","5753523","5844232","5918031","5983355","6055086","6140101","6241810","6356470","6473836","6579564","6663654","6722306","6759491","6782571","6802597","6827761","6860376","6898397","6940323","6983272","7025221","7065815","7106399","7148571","7194563","7245701","7302843","7364883","7428887","7490776","7547652","7598189","7643256","7684801",
"Honduras","HND","Population in largest city","EN.URB.LCTY","128157","135611","143342","151513","160162","169280","178929","189129","199926","211307","223353","236085","249562","263769","278132","291779","306117","321116","336873","353402","370768","388935","408019","428040","449073","471077","494191","518440","542045","556994","572376","588182","604448","621118","638271","655897","674036","692624","711751","731407","751634","772362","798248","825393","853501","882485","912495","943526","975657","1008789","1043094","1078566","1115295","1153169","1192384","1232933","1274860","1318213","1363041","1403162","1444085","1485300","1526660","1568025",
"Heavily indebted poor countries (HIPC)","HPC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Population in largest city","EN.URB.LCTY","429707","440897","452968","465371","478131","491204","504653","518470","532686","547251","562234","575603","583190","590855","598632","606511","614505","622581","630776","639078","647501","655137","660255","665414","670619","675851","681132","686453","691823","697221","702668","706387","704866","703353","701841","700333","698825","697325","695826","694331","692836","691634","691277","690921","690564","690208","689852","689496","689140","688785","688430","688074","687718","687363","687007","686652","686297","685942","685587","685233","684878","684524","684254","684114",
"Haiti","HTI","Population in largest city","EN.URB.LCTY","247495","263273","280080","297961","317011","337220","358749","381652","406052","431938","459514","488850","510507","531082","552515","574813","598044","622146","647255","673377","700592","728826","758240","796129","837482","880860","926550","974610","1025234","1078338","1134271","1193105","1255078","1309983","1367371","1427274","1489888","1529130","1569463","1610859","1693468","1780069","1871226","1967052","2066551","2170626","2280097","2395089","2516051","2642763","2140638","2197197","2255331","2314837","2375913","2438601","2502942","2568981","2636763","2704187","2773553","2843925","2915276","2987455",
"Hungary","HUN","Population in largest city","EN.URB.LCTY","1811120","1824272","1837537","1850900","1864378","1877916","1891572","1905327","1919201","1933138","1945954","1957585","1969301","1981056","1992896","2004808","2016807","2028845","2040971","2053170","2057204","2052908","2048614","2044330","2040048","2035788","2031530","2027281","2023036","2018811","2005208","1982269","1959561","1937175","1915015","1893108","1871422","1850043","1828879","1807957","1787247","1773401","1769025","1764659","1760298","1755959","1751626","1747303","1742984","1738689","1734398","1730117","1732397","1736880","1741381","1745894","1750425","1754955","1759497","1763913","1768073","1771865","1775207","1778052",
"IBRD only","IBD","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Population in largest city","EN.URB.LCTY","2678740","2847651","2973833","3077862","3185681","3296964","3412296","3531663","3655378","3783069","3915406","4052372","4223963","4411693","4608043","4813132","5027651","5251100","5484810","5728921","5984256","6197327","6390985","6590694","6796932","7009030","7228052","7453919","7687169","7927047","8174756","8268168","8281577","8294970","8308403","8321858","8335354","8348834","8362355","8375897","8389759","8506081","8624180","8743919","8865488","8988406","9113202","9239730","9368193","9498081","9625579","9732728","9841221","9950619","10061387","10173388","10286636","10401144","10516927","10638689","10770487","10915364","11074811","11248839",
"IDA only","IDX","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population in largest city","EN.URB.LCTY","5910210","6051559","6181753","6314748","6450794","6589384","6731149","6875964","7024100","7175007","7329372","7487766","7651993","7819355","7990617","8165629","8344723","8527237","8714002","8904858","9199543","9513848","9794137","10082683","10380146","10685530","11000338","11324421","11658518","12001511","12355090","12708725","13051762","13403076","13764351","14135363","14516908","14907660","15309490","15722151","16146527","16496409","16955638","17515512","18094682","18691330","19308516","19946082","20605621","21285065","21987895","22713934","23463947","24238725","25039086","25865875","26719965","27602257","28513682","29399141","30290936","31181377","32065760","32941309",
"Not classified","INX","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population in largest city","EN.URB.LCTY","661202","666474","680212","694233","708563","723149","736692","745143","753703","762337","771083","780692","793483","806447","819642","833053","846702","860537","874616","888927","903491","915361","916528","917696","918868","920037","920721","919635","918550","917468","916386","916929","924237","931582","938997","946470","954167","962634","971189","979819","988539","997311","1006390","1016577","1026882","1037262","1048168","1060950","1073906","1086983","1100238","1113343","1125529","1137814","1150251","1162823","1175551","1188418","1201426","1214666","1228179","1241953","1255963","1270172",
"Iran, Islamic Rep.","IRN","Population in largest city","EN.URB.LCTY","1872633","1985637","2105629","2232873","2367997","2510893","2662627","2812066","2963267","3122148","3289785","3466423","3652809","3848661","4055307","4273048","4502804","4671248","4803391","4939272","5079191","5222673","5370415","5522336","5678773","5839193","6004375","6107221","6192027","6277773","6364827","6453088","6517212","6573182","6629711","6686727","6744312","6830901","6928532","7027559","7128140","7229878","7333211","7438021","7544477","7652157","7761526","7844758","7915472","7986626","8058520","8131061","8227292","8335038","8444347","8555089","8667440","8780950","8895947","9013663","9134708","9259009","9381546","9499781",
"Iraq","IRQ","Population in largest city","EN.URB.LCTY","1018795","1116894","1224594","1342679","1472338","1614108","1714039","1796795","1883670","1974488","2069820","2169754","2274661","2384330","2499449","2620127","2746809","2879242","2976788","3059562","3144756","3232079","3321952","3414324","3509397","3606844","3707138","3810221","3905075","3997210","4091650","4188322","4287416","4388572","4492259","4598395","4707191","4818251","4940013","5068225","5199948","5334718","5473174","5615224","5469150","5327261","5188866","5054066","5282303","5521242","5651654","5785146","5921982","6061665","6204842","6351400","6501630","6654984","6811955","6974439","7144260","7323079","7511920","7711305",
"Iceland","ISL","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Population in largest city","EN.URB.LCTY","738158","779037","803517","828766","854844","881669","909373","937949","967463","997821","1029176","1061516","1094392","1124018","1154488","1185784","1217974","1250945","1284856","1319687","1355511","1392206","1429946","1468710","1508580","1549418","1591420","1634561","1678933","1724383","1771128","1819140","1914096","2062840","2223372","2396397","2514887","2569149","2624659","2681369","2739385","2798491","2858956","2916001","2969418","3023663","3078975","3135299","3192734","3251058","3310530","3371090","3432844","3510465","3605329","3702758","3802958","3905583","4010977","4096963","4181480","4263745","4343584","4420855",
"Italy","ITA","Population in largest city","EN.URB.LCTY","2455581","2523274","2587008","2649872","2714352","2780218","2847776","2916976","2987956","3060460","3134828","3211003","3247377","3264905","3282552","3300294","3318157","3336067","3354099","3372228","3390480","3408780","3437228","3470633","3504408","3538418","3572806","3607528","3642636","3677987","3713731","3749823","3756840","3750746","3744654","3738572","3732492","3726438","3720385","3714343","3708301","3702287","3720203","3749039","3778139","3807383","3836895","3866636","3896648","3926810","3957247","3987921","4018875","4050069","4081506","4113186","4145112","4177286","4209710","4234019","4257056","4278350","4297877","4315671",
"Jamaica","JAM","Population in largest city","EN.URB.LCTY","420603","425748","430962","436241","441591","446992","452467","458009","463626","469297","474627","478627","482666","486728","490830","494967","499144","503345","507587","511865","516184","520529","524921","529439","534001","538591","543226","547901","552622","557372","562168","566169","567430","568690","569955","571222","572494","573766","575042","576321","577604","578887","579610","580198","580787","581375","581965","582555","583147","583738","584330","584922","585515","586108","586702","587296","587891","588487","589083","589849","590940","592477","594531","597124",
"Jordan","JOR","Population in largest city","EN.URB.LCTY","218113","238254","254767","268815","283660","299279","315782","333035","350409","368638","387843","408048","429336","451672","475202","499958","526041","553407","582238","612571","635702","654531","673945","693936","714547","735712","757534","780004","803172","826962","851491","876747","902789","929529","957100","974262","982717","991222","999812","1008476","1017228","1026031","1034923","1043892","1052951","1094320","1149064","1206547","1266991","1330284","1396832","1466710","1540187","1617128","1698026","1782971","1872292","1966088","2064582","2108509","2148293","2182151","2209584","2232240",
"Japan","JPN","Population in largest city","EN.URB.LCTY","16678821","17343864","18036396","18756582","19506576","20284371","20904867","21478943","22069607","22674822","23297503","23928475","24574388","25235887","25916141","26614733","27063280","27426678","27795466","28169214","28548512","28899550","29244389","29593344","29946951","30303794","30721387","31163888","31613386","32068104","32530003","32793648","32990378","33187742","33386562","33586573","33764118","33934040","34105053","34276928","34449908","34668636","34904446","35141860","35381220","35621544","35865373","36111394","36359444","36608508","36859626","36975439","37045504","37115509","37185742","37256109","37326706","37397437","37468302","37435191","37393129","37339805","37274002","37194105",
"Kazakhstan","KAZ","Population in largest city","EN.URB.LCTY","528653","546815","565626","585085","605241","626033","647570","669847","692924","716728","740104","762676","785969","809906","834607","860062","886329","913323","941178","961733","972750","983863","995118","1006502","1018032","1029662","1041442","1053356","1065422","1074502","1080109","1085745","1091418","1097106","1102831","1108585","1114378","1120185","1126031","1138016","1159742","1181821","1204352","1227312","1250743","1274554","1298853","1323615","1348884","1380452","1424297","1469534","1516273","1564364","1614050","1665315","1718281","1772779","1829005","1862809","1895742","1927623","1958135","1987301",
"Kenya","KEN","Population in largest city","EN.URB.LCTY","292622","315553","340315","360798","381625","403591","426854","451458","477518","505003","530741","557165","584943","614024","644594","676686","710423","745742","782870","821846","861661","903076","946544","992103","1039923","1089907","1142367","1197352","1255065","1315390","1380012","1448047","1519537","1594345","1672947","1755424","1842090","1932778","2028064","2128049","2213868","2299455","2388475","2480942","2577123","2676753","2780380","2888019","2999982","3115959","3236589","3361889","3492040","3627229","3767652","3913512","4065018","4222389","4385853","4556381","4734881","4922192","5118844","5325160",
"Kyrgyz Republic","KGZ","Population in largest city","EN.URB.LCTY","235955","251134","267312","284533","302889","322373","343141","365246","388809","413820","432581","442596","452856","463326","474052","485027","496271","507744","519499","529831","538337","546955","555724","564633","573698","582883","592228","601722","611382","622438","635190","648204","661503","675037","688867","702981","717403","732081","747080","759867","766039","772245","778509","784824","791198","797607","804077","810599","817184","826639","843969","861662","879751","898169","916999","936223","955878","975889","996319","1017166","1038429","1060113","1082214","1104742",
"Cambodia","KHM","Population in largest city","EN.URB.LCTY","389280","391899","396562","409295","422455","436001","450000","535143","636548","756807","900000","1071053","1274923","1516870","1805165","100000","100000","100000","100000","100000","238267","373725","386386","399475","413027","427000","459322","494091","531545","571723","615000","639356","664712","691000","759998","835885","919470","1011148","1087578","1117702","1148703","1180476","1213173","1246775","1281357","1316798","1353271","1390754","1431083","1476172","1522747","1570791","1620351","1671474","1724211","1778611","1834728","1892615","1952329","2014015","2077757","2143591","2211444","2281198",
"Kiribati","KIR","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population in largest city","EN.URB.LCTY","2361196","2554638","2754346","2969667","3202152","3452123","3721992","4056882","4438705","4855262","5311569","5629671","5903885","6190645","6491759","6807519","7087439","7360096","7643642","7938110","8244352","8483256","8688305","8898311","9113693","9333674","9559279","9790337","10027310","10269343","10517565","10553329","10478067","10403546","10329454","10255889","10180302","10104248","10028660","9953637","9879073","9849502","9842731","9835965","9829194","9822447","9816737","9811560","9806379","9801214","9796045","9808821","9830787","9852742","9874776","9896859","9919022","9941235","9963497","9962393","9963452","9967677","9975709","9988049",
"Kuwait","KWT","Population in largest city","EN.URB.LCTY","178698","198421","220352","244707","271793","302823","342615","387635","438645","496199","552500","577095","602821","629618","657646","688044","724777","763361","804058","846924","891193","933218","977286","1023436","1071833","1121716","1171185","1222836","1276841","1333072","1391862","1384106","1298153","1217753","1142231","1095316","1133560","1173028","1213927","1256253","1300115","1345383","1392292","1440836","1491144","1547977","1628355","1712907","1801975","1895410","1993829","2097358","2206263","2320822","2441330","2568096","2701443","2841715","2989270","3052493","3114553","3177315","3238523","3297759",
"Latin America & Caribbean (excluding high income)","LAC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Population in largest city","EN.URB.LCTY","75908","83258","91332","100189","109918","120562","132253","138137","144291","150702","157406","164409","171734","177956","182341","186834","191445","196156","200990","205944","211026","216219","221547","227007","232609","239072","247240","255688","264437","273459","282803","292466","302473","312793","323481","336864","355711","375557","396539","418694","442120","466786","492866","520402","549518","571936","578591","585323","592143","599024","605994","613045","620188","627394","634694","642079","649550","657108","664754","673061","682542","693594","706455","721199",
"Lebanon","LBN","Population in largest city","EN.URB.LCTY","560908","592802","626558","662237","700000","732959","767520","803709","841659","881288","922842","1000273","1107063","1224912","1355495","1500000","1523866","1548045","1572642","1597630","1623050","1648802","1675000","1644483","1614481","1585107","1556228","1527875","1500000","1392477","1292529","1200045","1216657","1233452","1250502","1267788","1285337","1303080","1360000","1421889","1486686","1554245","1677788","1710339","1743568","1777348","1818013","1859625","1902189","1945728","1990263","2035818","2082415","2130079","2178834","2228705","2279717","2331897","2385271","2406875","2424425","2434609","2433155","2421354",
"Liberia","LBR","Population in largest city","EN.URB.LCTY","75057","88055","100834","107164","113902","121043","128643","136719","145315","154426","164121","174425","185392","197015","210374","226162","243158","261380","280995","302083","324785","349123","375323","403490","446331","513979","591995","681853","785503","904557","1041858","1200000","945962","746192","588417","464002","836241","805755","776341","748000","835532","933022","1042046","1163810","1300000","1202031","1111324","1027462","980861","1017688","1055952","1095654","1136906","1179592","1223881","1269832","1317509","1366976","1418300","1467026","1517235","1569013","1622582","1678020",
"Libya","LBY","Population in largest city","EN.URB.LCTY","174229","183113","192464","202292","212636","235174","261328","290391","322733","358572","398449","442762","492073","546718","565014","580141","595695","611622","627997","644811","662099","679801","698002","716690","735905","755580","775810","796581","817938","839807","862291","885378","909116","933422","958413","984073","993644","1000563","1007539","1014564","1021648","1028762","1035935","1043158","1050442","1057756","1065131","1072557","1080036","1087566","1095149","1102785","1110473","1118216","1126013","1133863","1141769","1149730","1157746","1160918","1165085","1169790","1175830","1183292",
"St. Lucia","LCA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
