"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Sri Lanka","LKA","Population in largest city","EN.URB.LCTY","484952","493627","502469","511470","517437","523394","529428","535531","541713","547950","554267","560657","564326","566952","569595","572250","574921","577597","580289","582994","585715","588456","591252","594061","596887","599719","602568","605431","608311","611197","614100","617018","619953","622894","625854","628827","631818","634816","637832","640862","643911","646966","638910","630455","622101","613880","605756","597740","589820","582025","574323","566723","562985","568957","575000","581107","587279","593517","599821","606158","612535","619001","625637","632543",
"Lower middle income","LMC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Population in largest city","EN.URB.LCTY","249692","259460","269625","280189","291181","302573","314427","326745","339564","352849","366673","379379","391514","404003","416908","430225","443987","458149","472784","484968","493874","502919","512143","521535","531113","540840","550759","560860","571160","575403","572512","569635","566769","563925","561092","558272","555463","552676","549899","547136","544383","541859","540027","538201","536379","534567","532760","530958","529160","527373","525590","524931","526509","528086","529671","531260","532856","534453","536055","537563","538894","539978","540775","541275",
"Luxembourg","LUX","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Population in largest city","EN.URB.LCTY","597367","609250","621386","633764","646406","659264","672396","685790","699470","713383","727594","739893","751078","762400","773910","785593","797469","809491","821711","831980","839774","847620","855550","863554","871644","879788","888018","896326","904724","909181","904820","895126","876673","856940","843552","824988","810172","792306","781336","771338","761714","751414","741239","731202","721287","711533","701898","692394","683005","673769","664645","657642","654661","651702","648752","645815","642888","639982","637089","633820","630692","627763","624925","621369",
"Macao SAR, China","MAC","Population in largest city","EN.URB.LCTY","159892","162501","168358","176462","185782","195462","205447","215699","225350","233321","238887","241794","242291","240954","238758","236533","234387","232361","231185","231736","234592","240152","248429","258605","269937","281813","294157","306969","319757","331943","343119","353073","361876","369854","377547","385339","393487","401564","409837","418604","427979","438081","448896","460147","471453","482559","493320","503823","514348","525313","536969","549439","562531","575841","588781","600942","612167","622567","632418","642090","651875","661838","671858","681876",
"St. Martin (French part)","MAF","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population in largest city","EN.URB.LCTY","966796","1010489","1056222","1104024","1154061","1206217","1260808","1317870","1377598","1439857","1505022","1573136","1626173","1679820","1735313","1792640","1851944","1913038","1976236","2041522","2109059","2178635","2250607","2304309","2354891","2406440","2459191","2513098","2568264","2624483","2682014","2740805","2800969","2862283","2925026","2963372","2996850","3030611","3064801","3099376","3134389","3169700","3205459","3241620","3278241","3307188","3334722","3362485","3390518","3418707","3447169","3475869","3504847","3533986","3563408","3593075","3622989","3653152","3683566","3716093","3752357","3793585","3840396","3892837",
"Monaco","MCO","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population in largest city","EN.URB.LCTY","223279","233725","244674","256137","268154","280699","293849","307616","322048","337114","352071","366657","381868","397667","414142","431299","449193","467776","487156","504548","519100","534030","549410","565234","581536","598261","615492","633219","651482","659162","654352","649577","644831","640132","635461","630824","626214","621651","617115","612612","608135","603704","599299","594926","590578","584870","578714","572623","566587","560632","554731","548892","543107","537398","531742","526146","520608","515129","509707","504342","499034","494425","490632","487707",
"Madagascar","MDG","Population in largest city","EN.URB.LCTY","252097","260657","269521","278685","288175","297960","308408","321149","334435","348232","362619","377600","395320","413819","433211","453637","476519","500489","525699","552179","580033","609209","639896","672128","706033","741546","778899","818134","859403","902631","948098","995856","1046090","1098709","1134427","1169444","1205593","1242754","1281115","1320660","1361482","1403449","1441214","1479995","1519875","1560716","1643372","1730644","1822681","1919339","2021267","2128608","2241809","2360694","2486060","2618084","2757316","2903952","3058387","3210386","3368585","3531887","3699900","3872264",
"Maldives","MDV","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Population in largest city","EN.URB.LCTY","5479184","5748913","6032320","6329698","6642176","6969157","7312719","7673217","8052021","8448405","8830947","9182417","9548389","9927879","10323007","10733860","11161666","11605274","12067162","12547433","13027620","13268385","13513942","13764043","14019126","14278216","14542461","14811597","15086094","15364903","15642318","15908157","16178890","16453467","16733092","17017469","17307081","17600805","17899928","18204136","18457027","18617824","18780246","18944086","19109583","19276065","19444230","19613862","19785210","19957578","20136681","20371749","20609889","20850148","21093544","21339781","21419976","21500251","21580827","21671908","21782378","21918935","22085139","22281442",
"Marshall Islands","MHL","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Population in largest city","EN.URB.LCTY","190662","199648","209072","218940","229289","240096","251429","263297","275742","288739","302368","315081","323570","332263","341202","350381","359821","369488","379428","389636","400133","409108","412959","416846","420775","424730","428728","432763","436842","440949","445099","447920","446696","445478","444380","447066","449771","452486","455221","457973","460744","463525","466327","471711","478490","485348","492314","499380","506558","513818","521192","528673","536271","543978","551796","559726","567771","575931","584208","589751","595275","600708","605996","611107",
"Mali","MLI","Population in largest city","EN.URB.LCTY","130017","134784","140267","145973","151920","158092","165218","173401","182000","200841","221663","244644","270044","298000","328895","362992","400679","429198","448285","468220","489071","510789","533504","557229","582043","607890","634923","662721","689548","717383","746382","776554","807989","840605","874585","909939","946774","984992","1027669","1083247","1141913","1203582","1268674","1337286","1409710","1485842","1566198","1650901","1740310","1825125","1885545","1947964","2012540","2079070","2147896","2219000","2292458","2368347","2446749","2529328","2617686","2713230","2816943","2929373",
"Malta","MLT","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Population in largest city","EN.URB.LCTY","1591991","1624220","1657148","1690743","1725067","1759991","1795671","1832074","1869267","1907110","1945773","1985219","2025522","2066526","2108415","2151153","2194819","2239246","2284636","2330946","2378261","2426402","2475586","2525975","2578093","2631138","2685351","2740680","2797228","2854783","2913603","2973636","3034990","3097437","3161257","3226392","3292962","3360716","3429961","3500632","3572860","3646374","3721504","3798183","3876550","3956312","4037829","4121025","4206054","4292595","4381041","4471308","4563564","4657462","4753425","4851365","4951323","5053341","5157461","5243989","5331800","5421806","5514454","5610241",
"Middle East & North Africa (excluding high income)","MNA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Population in largest city","EN.URB.LCTY","179063","196682","216063","230820","239394","248262","257471","267022","276941","287126","297615","308487","319773","331438","343546","356097","369124","382589","396566","409968","422651","435691","449152","463028","477353","492080","507283","522956","539135","555373","571692","588491","605807","623583","641907","660769","680212","700171","720745","741923","765122","796057","828288","861825","896768","933026","970804","1010110","1051066","1093563","1137840","1181177","1224623","1269540","1316169","1364512","1414700","1466589","1520381","1552654","1584358","1615094","1644544","1672627",
"Northern Mariana Islands","MNP","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population in largest city","EN.URB.LCTY","181223","194544","209034","224602","241355","259305","278618","299369","321698","345624","371366","391715","406806","422435","438687","455564","473115","491292","510193","529821","550233","569588","589481","610068","631404","653425","676246","699864","724341","749603","775783","802877","830956","859937","889970","921052","953265","986511","998585","1008730","1018992","1029330","1039787","1050351","1061036","1071801","1082689","1093689","1095226","1095878","1096531","1097185","1097839","1129019","1232663","1345821","1469545","1604256","1635392","1668740","1705886","1748247","1796872","1852405",
"Mauritania","MRT","Population in largest city","EN.URB.LCTY","5254","5616","6603","8544","11059","13879","16952","20704","25295","30887","37725","46077","56294","68738","83956","102543","125279","145045","159131","174585","191563","210139","230546","252935","277534","304447","334012","366449","395937","407099","418593","430411","442580","455057","467905","481115","494717","508665","523026","537792","552997","574557","600164","626913","654893","684040","714527","746373","779685","814386","850682","888597","928256","969570","1012723","1057796","1104876","1154050","1205414","1258973","1314636","1372244","1431539","1491958",
"Mauritius","MUS","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Population in largest city","EN.URB.LCTY","50199","57026","64792","73617","83658","95035","107978","115735","123197","131118","139560","148545","158123","168289","179125","190658","202951","215999","226314","236059","246238","256825","267884","279419","291467","304000","317090","330743","343611","356649","370199","384265","398886","414020","429751","446080","463052","480622","498883","513955","528689","543802","559370","575383","591877","608797","626225","644152","670822","700189","730841","762835","796230","831086","867469","905444","945082","986455","1029639","1074695","1121720","1170870","1222325","1276316",
"Malaysia","MYS","Population in largest city","EN.URB.LCTY","343527","353010","362768","372796","383116","393692","404576","415760","427269","439064","451201","485787","524721","566654","612004","660984","713959","771016","832722","899365","971445","1049080","1133039","1223718","1321794","1427427","1541666","1665047","1798493","1942223","2097661","2265540","2427445","2597564","2779865","2974961","3184046","3407189","3646311","3902215","4176469","4317941","4462708","4612329","4767182","4926787","5091967","5262684","5439373","5621482","5809953","6004742","6206062","6414131","6629176","6851431","7081137","7318545","7563912","7780301","7996830","8210746","8419566","8621724",
"North America","NAC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Population in largest city","EN.URB.LCTY","35654","37724","39882","42163","44579","47125","49821","52670","55688","58868","62079","64557","67137","69813","72600","75498","78515","81645","84904","88293","91822","95482","99529","103793","108245","112875","117710","122752","128018","133494","139212","145175","152242","160020","168208","176814","185874","195371","205367","215875","226935","236672","244240","252051","260123","268429","277014","285872","295027","304449","314185","324232","334615","345330","356389","367802","379580","391736","404280","417380","431171","445745","461123","477267",
"New Caledonia","NCL","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Population in largest city","EN.URB.LCTY","57548","62704","68329","73563","79206","85264","91795","99986","108920","118624","129209","140737","153313","166973","181871","198099","215800","235027","250032","262032","274625","287786","301598","316072","331262","347138","363798","381257","399552","418439","438246","458991","480749","503474","527307","552268","578447","605790","634466","664500","695999","727546","749785","772704","796357","820665","845751","871603","898283","925702","953998","983159","1013254","1044183","1076101","1108994","1142940","1177828","1213781","1251511","1291848","1335700","1383909","1437233",
"Nigeria","NGA","Population in largest city","EN.URB.LCTY","762418","840287","926233","1020969","1086830","1135439","1186292","1239424","1295014","1352933","1413528","1476837","1570870","1670607","1776828","1889802","2010130","2137756","2273679","2418243","2572218","2735532","2909463","3094452","3291482","3500464","3723030","3959747","4211873","4479291","4764093","5067003","5318226","5530879","5752346","5982680","6222575","6471389","6730516","7000018","7280706","7571830","7875021","8190352","8518770","8859399","9194896","9491778","9798673","10114606","10441182","10778303","11126796","11485551","11856391","12239206","12634381","13042316","13463421","13903620","14368332","14862111","15387639","15945912",
"Nicaragua","NIC","Population in largest city","EN.URB.LCTY","198594","210680","223519","237265","252464","268591","285773","304053","323530","344197","366215","387470","400761","414470","428668","443352","458560","474246","490491","507293","524694","542642","561230","580455","600367","620903","642172","664170","686953","710451","734788","759958","786027","812914","840760","864993","869323","873664","878032","882422","886840","891268","895725","900203","904710","910222","928401","946942","965880","985143","991925","998755","1005640","1012554","1019526","1026545","1033622","1040748","1047923","1055472","1063698","1072852","1083094","1094510",
"Netherlands","NLD","Population in largest city","EN.URB.LCTY","937458","943852","950298","956788","963331","967143","968171","969201","970234","971264","967479","958853","951394","963589","975958","978461","970850","963318","955834","948408","940603","932455","924367","922076","925462","929244","933448","937670","941918","946174","951473","957845","964269","970717","980378","987823","991148","994475","997818","1001173","1004643","1008217","1011808","1015413","1019035","1024731","1032587","1040503","1048491","1056518","1064617","1072779","1081015","1089290","1097641","1106056","1114536","1123080","1131690","1140339","1148972","1157519","1165898","1174025",
"Norway","NOR","Population in largest city","EN.URB.LCTY","578044","585230","591398","597630","603937","610293","616725","623224","629802","636430","643137","645250","645003","644757","644511","644265","644019","643774","643528","643282","643036","645690","649841","654019","658230","662456","666715","671002","675322","679657","684027","691539","700790","710140","719628","729242","738998","748858","758863","767207","773811","780454","788367","797599","806951","818478","832344","847482","863994","880780","897916","913306","926833","940522","954433","968549","982894","997451","1012225","1026758","1041378","1056180","1071062","1085992",
"Nepal","NPL","Population in largest city","EN.URB.LCTY","119177","121084","123745","126464","129247","132083","134985","137951","140987","144081","147247","150568","157460","164647","172173","180043","188284","196878","205878","215288","225143","235498","249635","264621","280529","297346","315196","334117","354203","375436","397973","421743","441925","463012","485137","508319","532644","558060","584727","612668","641986","672511","700027","728669","758524","789516","821820","855445","890495","926879","964802","1004278","1045369","1088142","1132664","1179009","1227249","1277463","1329732","1376108","1423515","1471867","1521057","1571010",
"Nauru","NRU","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Population in largest city","EN.URB.LCTY","440164","452080","470862","490424","510827","532019","553163","572549","592643","613383","634880","655680","673232","691204","709682","728654","744730","751878","759105","766402","773779","781206","788715","796296","803961","811678","820790","832749","844899","857192","869681","887073","915015","943756","973442","1004061","1035649","1053801","1072297","1091117","1110294","1129774","1157047","1184978","1213624","1242880","1272842","1288150","1303663","1319320","1335187","1351275","1378916","1407043","1435785","1465113","1495083","1525666","1556875","1582028","1606564","1630092","1652341","1673220",
"OECD members","OED","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Population in largest city","EN.URB.LCTY","13792","15364","17118","19072","21253","23675","26378","29390","32750","36483","40648","45288","50465","56218","62636","69786","77765","86629","96519","107537","119832","133492","148731","165710","184655","205704","229187","255351","284544","316980","353166","393483","438468","488451","515539","523284","531156","539125","547224","555445","563802","572260","580857","589584","603489","621669","640423","659743","679674","700149","721270","774615","860772","956235","1062439","1180439","1311734","1377500","1446563","1501635","1549729","1589865","1622620","1650319",
"Other small states","OSS","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Population in largest city","EN.URB.LCTY","1853325","1953609","2057826","2167603","2283399","2405037","2533336","2668479","2811033","2960778","3118723","3285094","3460589","3630853","3805807","3989191","4181682","4382894","4594086","4815453","5047815","5267490","5449148","5637071","5831747","6032582","6240626","6455844","6678796","6908802","7147064","7393542","7648877","7912292","8185160","8467439","8759861","9061536","9346317","9582649","9825295","10073392","10328109","10589266","10857401","11131559","11413033","11701624","11997925","12300883","12611924","12930831","13258257","13593039","13936754","14289160","14650981","15020931","15400223","15741406","16093786","16459472","16839950","17236230",
"Panama","PAN","Population in largest city","EN.URB.LCTY","282895","297071","311597","326833","342836","359575","377157","395598","414968","435229","455341","469082","483258","497821","512844","528321","544287","560690","577610","595041","613255","633447","654333","675908","698225","721215","744995","769559","794969","821144","848639","879855","912266","945777","980567","1016637","1054086","1092806","1133004","1174681","1215684","1241812","1268538","1295840","1323768","1352219","1381322","1411051","1441462","1472442","1504133","1536506","1569576","1603358","1637866","1673118","1709128","1745913","1783490","1821693","1860291","1899081","1937963","1976866",
"Peru","PER","Population in largest city","EN.URB.LCTY","1755920","1845658","1946579","2053037","2165476","2283738","2408636","2540364","2679493","2825827","2980371","3143367","3311451","3434706","3562728","3695522","3833458","3976143","4124346","4278073","4437754","4602931","4727282","4853494","4983256","5116117","5252710","5392950","5537135","5684762","5836537","5992365","6152576","6316612","6448579","6582251","6718884","6857966","7000124","7145230","7293549","7444526","7598844","7756360","7917365","8081255","8248771","8419760","8585977","8751162","8919759","9091604","9267004","9445291","9627261","9812737","10002049","10194477","10390607","10554712","10719188","10882757","11044607","11204382",
"Philippines","PHL","Population in largest city","EN.URB.LCTY","2273734","2375165","2481270","2592116","2708076","2828883","2955257","3087277","3225389","3369273","3534309","3792617","4070198","4367247","4686431","4999303","5178502","5363605","5555593","5754453","5954719","6130455","6311630","6498160","6690471","6887920","7091481","7301058","7517130","7738976","7972799","8239973","8516488","8801482","9096427","9401255","9537615","9638964","9741532","9845191","9957962","10111528","10267680","10426243","10587478","10750752","10916775","11085362","11346468","11621500","11887189","12075689","12267444","12461704","12659314","12860058","13064268","13271721","13482468","13698889","13923452","14158573","14406059","14667089",
"Palau","PLW","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Population in largest city","EN.URB.LCTY","29103","30953","32923","35018","37251","39618","42147","47466","53465","60203","67801","76358","80535","84835","89372","94151","99192","104489","110076","115963","122172","128172","134314","140750","147504","154563","161969","169731","177876","186388","195319","200620","205957","211419","217035","222800","228726","234793","241029","247431","254012","259275","264620","270075","275651","281326","287126","293045","299095","305252","311545","317968","324532","331232","338069","345048","352171","359441","366862","374517","382516","390986","400051","409831",
"Poland","POL","Population in largest city","EN.URB.LCTY","1119181","1145117","1161377","1177868","1194617","1211556","1228760","1246208","1263928","1281850","1300052","1324116","1353138","1382714","1412978","1443904","1475552","1507803","1540805","1558887","1565082","1571284","1577520","1583780","1590074","1596375","1602710","1609071","1615465","1621867","1628303","1634765","1641262","1645947","1648822","1651702","1654592","1657478","1660373","1663274","1666183","1669090","1672106","1675899","1679705","1683510","1687328","1691156","1694997","1698836","1702689","1706551","1712984","1721992","1731060","1740175","1749352","1758551","1767798","1775933","1783251","1789620","1794532","1797516",
"Pre-demographic dividend","PRE","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Population in largest city","EN.URB.LCTY","596271","622536","649997","678669","708648","739864","772500","806576","842205","879303","915302","944089","973823","1004408","1035998","1068581","1102236","1136853","1172608","1209488","1257531","1339076","1426034","1518638","1617395","1722277","1834118","1953223","2080242","2215137","2326750","2344812","2363039","2381357","2399843","2418472","2437271","2456165","2475231","2494445","2508254","2505232","2502209","2499190","2496171","2493163","2490155","2487151","2484146","2481153","2478159","2475169","2472182","2469199","2466219","2463243","2460271","2457302","2454337","2451375","2448417","2445462","2442512","2439564",
"Korea, Dem. People's Rep.","PRK","Population in largest city","EN.URB.LCTY","645814","665055","689696","715249","741786","769231","797731","827287","871081","927094","986793","1050338","1118070","1189965","1266592","1348153","1435090","1527371","1625725","1730413","1842000","1907720","1975881","2046476","2119697","2195325","2273761","2355000","2410740","2467640","2525965","2585668","2646867","2709341","2743998","2749496","2755013","2760526","2766057","2771600","2777161","2782719","2788295","2793882","2799488","2805090","2810710","2816343","2821994","2839304","2860710","2882276","2904035","2925898","2947956","2970180","2992572","3015132","3037862","3060864","3084244","3108108","3132527","3157538",
"Portugal","PRT","Population in largest city","EN.URB.LCTY","1513856","1539498","1568069","1597170","1626853","1657003","1687755","1719078","1751026","1783478","1816577","1862402","1919999","1979211","2040335","2103347","2168396","2235269","2304300","2375464","2448928","2503147","2506915","2510689","2514473","2518253","2522044","2525840","2529647","2533450","2537263","2543228","2557289","2571389","2585585","2599861","2614235","2628648","2643161","2657754","2672448","2686804","2700389","2714041","2727782","2741554","2755415","2769346","2783367","2797419","2811563","2825778","2840065","2854424","2868856","2883360","2897938","2912590","2927316","2942097","2956879","2971587","2986162","3000536",
"Paraguay","PRY","Population in largest city","EN.URB.LCTY","384961","400426","416535","432019","447561","463617","480272","497526","515424","533914","553095","572965","593577","613584","634265","655642","677772","700584","724197","748606","773873","799919","826881","857070","888480","920949","954653","989590","1025857","1063348","1102263","1142602","1184476","1237512","1294894","1354937","1417852","1483504","1552292","1624270","1699692","1778393","1860855","1947838","2039162","2134498","2234432","2339045","2448710","2516773","2586826","2658829","2732939","2808903","2887087","2967447","3050044","3134940","3222199","3279160","3336562","3394309","3452315","3510511",
"West Bank and Gaza","PSE","Population in largest city","EN.URB.LCTY","91135","94491","97975","101588","105340","109219","113247","117423","121759","126243","130899","135726","140738","145921","151302","156881","162675","168665","174885","181334","188031","194955","202145","209599","217339","225343","233653","242269","251216","260467","270072","280032","290373","301066","312169","323681","335634","347994","360394","372878","385814","399160","412988","427295","442118","457412","473257","489652","505091","519831","535021","550656","566770","583309","600354","617898","635980","654538","673638","693323","713621","734547","756083","778187",
"Pacific island small states","PSS","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Population in largest city","EN.URB.LCTY","31288","33091","35000","38311","41941","45903","50246","55000","61779","69372","77911","87500","93091","99022","105339","112060","119220","126816","134907","143514","152684","162412","172774","183797","195541","207999","218429","222345","226337","230389","234519","238724","243010","247360","251795","256309","260911","267210","277022","287194","297755","308673","320007","331758","347839","372925","399859","428738","459747","492904","523732","536328","549245","562435","575962","595462","626458","659067","693373","715997","737903","759174","779386","798382",
"Romania","ROU","Population in largest city","EN.URB.LCTY","1002300","1031002","1060568","1090981","1122310","1154449","1191543","1239680","1289832","1341867","1396077","1452478","1511239","1572206","1635722","1701803","1770651","1815072","1831425","1847925","1864597","1881373","1898323","1915426","1932707","1950096","1967665","1985393","2003305","2021329","2039540","2057915","2060655","2046421","2032266","2018208","2004229","1990384","1976617","1962944","1949348","1935882","1925033","1920517","1916006","1911518","1907034","1902560","1898091","1893644","1889202","1884771","1876867","1867514","1858195","1848922","1839695","1830515","1821380","1812290","1803247","1794248","1785294","1776385",
"Russian Federation","RUS","Population in largest city","EN.URB.LCTY","6169961","6257691","6346792","6437162","6528946","6621780","6716065","6811693","6908817","7007053","7106457","7206830","7308763","7411850","7516537","7622703","7730517","7839553","7950281","8050037","8136141","8222925","8310757","8399527","8489369","8579920","8671565","8764189","8857931","8933063","8986631","9040520","9067511","9066913","9110941","9200994","9334368","9512887","9682476","9842072","10004523","10169198","10336816","10479960","10615013","10751428","10889788","11029929","11172069","11315643","11461264","11584367","11699009","11814466","11931224","12049135","12168377","12288465","12409738","12476171","12537954","12593252","12640818","12680389",
"Rwanda","RWA","Population in largest city","EN.URB.LCTY","34319","36251","38295","40453","42737","45143","47688","50377","53220","56217","59386","64353","69910","75929","82475","89586","97321","105700","114813","121567","128266","135315","142761","150617","158917","167650","176875","186609","196892","207712","219142","231201","250130","271500","294729","319946","347360","379052","415010","454380","497546","544678","596348","622065","644520","667720","691789","716725","742597","769327","797059","825790","855599","886397","918304","951359","985604","1021081","1057836","1094796","1132101","1169889","1208296","1247551",
"South Asia","SAS","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Population in largest city","EN.URB.LCTY","156699","160856","166357","179370","201715","226770","254977","286694","322408","362454","407540","458234","515317","579324","651386","710374","768894","832054","900500","974576","1054860","1141510","1235412","1337038","1447182","1566059","1694884","1834307","1985416","2148505","2325243","2516520","2723829","2844967","2938424","3034951","3134789","3237622","3343978","3453827","3567444","3684470","3805504","3930515","4059812","4252232","4470513","4700000","4867609","5040709","5220217","5406118","5598638","5798015","6004492","6218322","6439767","6669098","6906595","7070665","7231447","7387817","7538200","7682430",
"Sudan","SDN","Population in largest city","EN.URB.LCTY","346586","369470","393900","419945","447752","477316","508877","542524","578448","616641","657414","700884","747293","794791","839329","886362","936102","988484","1043876","1102372","1164234","1229382","1298273","1383355","1493207","1611443","1739224","1877138","2026202","2186642","2360035","2547177","2749447","2935428","3010784","3088076","3167462","3248662","3332060","3417598","3505456","3595320","3687617","3782284","3879516","3978970","4081116","4185884","4293492","4403866","4517078","4633200","4752308","4874477","4999787","5128318","5260153","5395378","5534079","5677921","5828858","5989024","6160327","6344348",
"Senegal","SEN","Population in largest city","EN.URB.LCTY","359097","384417","404785","426232","448847","472595","497635","524002","551805","581000","610490","641478","674084","708251","744200","781974","819890","852253","885939","920958","957411","995202","1034539","1075431","1117999","1162128","1208063","1255814","1304387","1343622","1384093","1425784","1468790","1512970","1558542","1605487","1653914","1703662","1754978","1807840","1862370","1918388","1976172","2028406","2081097","2135006","2190388","2247207","2305582","2365306","2426662","2489611","2554282","2620448","2688423","2758161","2829709","2903112","2978419","3057065","3140442","3229800","3326001","3429536",
"Singapore","SGP","Population in largest city","EN.URB.LCTY","1633086","1689546","1741417","1789338","1834493","1877808","1919268","1958726","1996866","2034528","2072290","2110975","2150524","2189635","2226404","2259748","2288888","2315015","2341429","2372615","2411700","2460387","2517579","2580261","2643951","2705535","2763589","2819601","2876892","2940264","3012953","3096570","3189433","3287588","3385350","3478779","3566133","3649135","3731440","3818462","3913960","4018779","4131208","4249295","4370040","4491042","4611901","4732528","4851109","4965518","5074252","5176017","5270958","5360837","5448342","5535262","5622455","5708844","5791901","5868104","5935053","5991801","6039577","6080859",
