"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","55.0783938579529","54.2868648197538","53.575659820521","52.9742841056971","52.4957688852401","52.1240536155748","51.8496951560469","51.6491333518882","51.5017503887975","51.4106499454207","51.2897950736202","51.1023329447637","50.9438612298129","50.7883508011155","50.6350878662","50.602293886985","50.5626936174651","50.4907708650448","50.3980728284101","50.3184782096954","50.3000122178014","50.3732009911372","50.4324381977756","50.4645619001348","50.5426597455768","50.7023707977753","50.9071217385867","51.1491890209725","51.5295775352251","50.5998730975885","48.9822983384309","48.0827123226657","48.5901185104437","50.1645821047576","51.3357681096731","52.0508626698801","52.3568142271507","52.7277393824286","53.1619482788557","53.6674799012592","54.2373998087808","54.7859282951001","55.1650696497259","55.4028967922954","55.5973232031507","55.7987074177714","56.0436483413196","56.3183235246505","56.5750699576383","56.8019669617534","57.0103813114993","57.2083636757612","57.636185081494","58.1276318036746","58.5703766613502","58.9915978418051","59.4239711122641","59.8616174598491","60.310943655768","60.7531253575122","61.1532864384977","61.5237273228973","61.7792884023109","61.8311354587298",
"American Samoa","ASM","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","25.4785661402557","25.4197296235393","25.285590333991","25.2855382234887","25.2759242099543","25.2672154036498","25.180539164854","25.8797861481859","26.4675657358504","26.9771182404031","27.5323096721749","27.7011225154368","27.3716600878097","27.1300245701289","26.6227122109607","26.4674491069853","26.374021201762","26.2524227084788","26.1226151061698","26.0152180758154","25.8734456174966","25.6445616680405","25.5010706973924","25.4508814034429","25.4441779644904","25.4029524821467","25.3334733409228","25.2429293150787","25.1239029611409","24.9907725093708","24.9117049977396","24.8837399147827","24.8826128251182","24.9410928335657","24.9820190489426","24.9856974960723","24.9640484942702","24.609566047109","24.2812834700047","23.9341561162121","23.5805414354101","23.2009341873892","23.0768434331007","22.95083268197","22.8445557154334","22.7049689153472","22.5375199861817","22.4596162909423","22.3427837360462","22.2132196765251","22.1970487158768","22.2181733455639","22.1972539141978","22.1812951526252","22.2168650669147","22.2644362380115","22.2853199862516","22.2860276975068","22.3193721395958","22.3214001726723","22.4579352200218","22.8173271862477","22.8929719827694","22.690121502114",
"Austria","AUT","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","35.6646445964377","35.4318413103315","35.1723289403465","34.9039315728481","34.6297013718679","34.3635058912035","34.0811942712229","33.7861946388245","33.5702497743078","33.4138197748097","33.256308242102","33.0476592981876","32.666733371313","32.2994692982863","32.0588986505867","31.9590091619143","31.8309572573302","31.6357921744189","31.479134242288","31.3513064513188","31.1705306229933","30.9560617171854","31.0765165243121","31.2707940703755","31.419001814265","31.5510999320816","31.6805326656034","31.8111447096396","31.9183810578083","31.9277290984838","31.8393520527831","31.6772889812616","31.4880765682421","31.3875148919869","31.4262956418597","31.5387756210858","31.6590680117013","31.7867613907717","31.9178682719474","32.0229833180857","32.1149609328682","32.2169728725819","32.6562947559067","33.104470152496","33.5160780113735","33.9116306915039","34.2329364368494","34.5800053724743","35.0487329273051","35.5416598530673","36.0513570433141","36.5339303847556","36.776020360823","36.8679209813428","36.889441147414","36.7869427725879","36.6996193690096","36.7542201329014","36.8769086796647","36.8611752887029","36.8416862986374","36.8112105070302","36.5823422465662","36.3334515464706",
"Azerbaijan","AZE","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","49.0159003511037","48.5918687459199","48.5769358731785","48.5715944068719","48.3886132286564","48.3654436903084","48.4074558002433","48.5870061704646","48.8760546222457","49.2081713131236","49.2684343222477","48.9088414265898","48.5994102358146","48.3664750833637","48.294386173349","48.4034254987221","48.5536263933299","48.6886868774964","48.7995062800426","48.7223176114686","48.4198298110279","48.0680703844706","47.7112695904583","47.3510876218038","46.9304387421806","46.5313696878458","46.1624812127694","45.775407708064","45.4403579266547","45.1486666260606","44.947697426592","44.7732352339447","44.5212431394275","44.2690714168262","44.0945693109215","44.0070708704713","43.9855823958482","43.9842407599572","43.9932393999647","43.9047658439083","43.6663624973222","43.4494213523089","43.2478152215213","43.0420272737636","42.7878015602484","42.4733520971448","42.2297924221303","42.0736951410001","41.8849432546192","42.0786843730425","42.6392037153114","42.7764225841161","42.5181683529164","42.263412024217","42.0192704783279","41.7900044322043","41.5829770494441","41.4222785039453","41.2999163062584","41.1831774709233","41.1341134745917","41.1892750436993","41.412394046128","41.7741776479062",
"Burundi","BDI","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","79.870983574947","83.5622418482824","87.4137792427044","91.8596198165592","95.798145632788","99.0815042639452","98.3080765157359","97.1426827034617","96.1750694039826","95.4108194965185","94.7011948187674","94.0218259749781","95.6645133389194","97.5063164088187","96.7726276102557","96.0623486682809","95.6444286728176","94.8863900222244","93.8390881331207","93.2153972533003","89.3541526392852","85.5275000247258","83.1653572590768","80.7233593327401","78.5426181009474","76.6397250092902","74.9861776799739","73.079722769408","71.2957299217825","69.7492206421355","68.1728697341293","67.1667414286743","65.8516301168248","68.5190999200597","68.5828839474161","64.9961548620542","65.4577552102173","65.9701294096791","65.1861005952595","64.1806221420388","63.4131851652472","62.3818010656869","61.1716364001725","59.7847713543337","59.6297764705521","59.4805596016786","59.4082999315671","59.2891523831885","58.9114579042693","57.9776780378982","57.2792053151959","57.2350553680725","57.2034261554428","57.1504083667561","57.2216095238943","57.9574336710082","59.0309942074651","59.7297221026788","60.0180661477378","60.1329014592447","60.4719938345783","60.9052112556321","61.3071694945353","61.6581740445097",
"Belgium","BEL","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","17.5424857112744","17.5509825695217","17.5484659305867","17.4851852204006","17.3882635439171","17.299030561677","17.2508997888032","17.223947105949","17.2258558556757","17.2470936243328","17.3007961433197","17.3389637103814","17.3397935952235","17.3542892281682","17.3693281867083","17.3894275851888","17.4292905405369","17.462804067354","17.5031709825227","17.5457741679009","17.5862126168831","17.6341984066298","17.6605324288826","17.6839001379807","17.7065898872788","17.7242434896625","17.7413069883072","17.749783250894","17.7176145995973","17.6775776717966","17.6497182410513","17.6091897280815","17.563361819531","17.5203854832719","17.4923541585649","17.4818161931446","17.5701561635104","17.6505334883113","17.7367071826331","17.82106760301","17.9045724603862","17.9711408481615","18.0197205271692","18.0737932172572","18.1258567663584","18.1565606265897","18.1679838146306","18.1658397992624","18.1539653950943","18.1394404718828","18.1053717091607","18.0016937800365","18.0212612698916","18.0675257107035","18.119255451112","18.1467116736501","18.1877074862457","18.250677833757","18.3014399890272","18.3354076572516","18.3864782613191","18.434931584874","18.3926349634354","18.2796635392129",
"Benin","BEN","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","31.3629223995125","30.9916960962107","31.3186185865446","31.6949765088544","32.0701732243713","32.4379562043796","32.4175022690928","32.4000339926916","32.3880759258874","32.3762613613498","32.3737771057956","32.3794006315515","32.3879940265746","32.402795547645","32.4285547649598","32.4616151693554","32.4973798191606","32.535227615665","32.5808020591666","32.5233791290741","32.161662187393","31.7832890864675","31.4003287245419","31.0207291633524","30.6470281732996","30.2735030803537","29.9010288896371","29.5308827167108","29.1651999641089","28.8052363414672","28.4505665834397","28.1020990115992","27.6969741602305","26.8305410415008","26.178945842302","25.9775026916953","25.6472100365548","25.2346311861596","24.7988152306993","24.3667759142738","23.9478302750515","23.5430970340676","22.9417687467835","22.0195604964625","21.1337277357715","20.2555130584903","19.4387329684947","18.6907753467951","17.9605493877276","17.2620425352361","16.5937834730398","15.9539830436546","15.3423667349218","14.7583573571884","14.7795924326805","15.1713811881535","15.5741750193308","15.9886584179976","16.4185389678435","16.8470685675691","17.2587976673733","17.6392992815686","17.9724617066775","18.2367807756683",
"Burkina Faso","BFA","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","26.3000805113583","27.107268993134","27.9407858696194","28.7858997371626","29.6472153053807","30.5159468723542","31.4031781200319","32.3014571538523","33.2220740993181","34.4770752654943","35.7808749371988","37.1513807266227","38.5696920116605","40.0205898349483","41.4905634679222","42.9561070514647","43.6141967335457","43.6339623710632","43.5919854713869","43.5288709415731","43.4435037873824","43.3576772752652","43.282691227524","43.1932423773195","43.1055060737794","43.0356865243514","42.9382811698891","42.8234310367188","42.7362977512458","42.6654487795295","42.6033969138278","42.5860138957929","42.5977100241153","42.6000827319943","42.5921986501383","42.5687114120693","42.5510110546868","42.7301866233515","43.0079338299548","43.2223148218299","43.4264941758164","43.6187478699805","43.8130620761435","44.0122935358001","44.2133787367238","44.4220363319269","44.6626674233648","44.6214672184214","44.3641402340776","44.1181848168266","43.8794406737225","43.6351896775773","43.3763106065159","43.1316297384175","42.9097451605224","42.700129689655","42.5153269362226","42.3727874156285","42.2820272809149","42.232015310204","42.2066116831602","42.214834827171","42.2787561490734","42.372182443344",
